,sentiment,sentiment:confidence,text
135,0,1.0,"you pieces of shit   
god damnit man!"
136,0,0.7044,hey  how come i can't make genius bar appointments online anymore?
137,0,0.6879,"what happened? rt  you pieces of shit   
god damnit man!"
138,1,1.0,awesome!  invented peanut butter sandwich technology for phones  
139,0,1.0,lol fuck you  i'm still not buying a new one   
140,0,1.0, has caused me so much pain today
141,0,0.6681," as    apple  still struggles to  meet  iphone6 demand,  canaccord raises price      ( tuesday, 2  december) "
142,0,1.0,not cool      not cool  you just bait and switched me into paying for an upgrade to server after a 'free' upgd  to 10 10 1?
143,0,1.0,iphone shortages not helping radioshack as consumer sales plummet   aapl
144,1,0.6754,"thestreet    android phones to dominate through 2018, while  ios phone revenue will dazzle  goog  aapl  "
145,0,1.0, can yall please send me my fuckin phone
146,0,0.6661,anyone know how to fix this?  xcode  no simulators    tried complete reinstall  ios 
147,0,0.6749,cnbctv    apple fighting monopoly allegations  aapl 
148,1,0.7401,cnbctv    cramer   applewatch a dazzler  aapl  
149,0,0.5327,cnbctv    cramer  trading  apple suckers game  aapl 
150,1,0.6595,this is huge! my isp  is peering directly with     amp  others  getting 6ms ping response! 
151,0,1.0, make sd cards so we can add memory to our iphone because we all know you won't allow sd cards until you profit from it
152,1,1.0,"woah! 7  cashback from  store for  cybermonday deals at   ipads,  iphones,  mac and more "
153,0,1.0,google chromecast leapfrogs apple tv as the aging media player loses ground to rivals   aapl
154,0,1.0,my phone keeps fucking freezing 
155,0,0.6758,when you can't hear people through your headphones thank you  for the headphones and 
156,0,1.0,i've been considering suing  for putting that shitty u2 album on my phone
157,0,1.0,  i believe it i bought an  fire tv for  69  you've lost another customer
158,0,0.6669,"apple goes to trial over  1 billion digital music lawsuit in california  aapl  aapl 
"
159,0,1.0,rt  my phone keeps fucking freezing 
160,1,0.6759999999999999,"  ikr! but u dont need to,bc i'll hopefully buy one on christmas if my grades are 17 20"
161,0,0.4745,rt   damn i wish i could get u an iphone so we could imessage but i don't have enough money damn damm damn 
162,0,0.6809," aapl android phones to dominate through 2018, while ios phone revenue will    "
163,0,1.0, need to sort this b llshit out with safari in yosemite! 'safari can not find server'  apple  macbook  yosemiteproblems  yosemite
164,0,0.6387,  faces  1b lawsuit over ipod allegations    legal  tech  lawsuit
165,0,1.0, not happy with   backwards compatibility should be a given   it is for my other apps why not aperture?? money grab?
166,0,0.51,hey  love ya but  applecare low fi hold music is awful  would prefer to hear tips on using apple gear   better use of my hold time 
167,0,0.591,"apple's iphone 6 may face patent dispute from chinese vendor with look alike device  aapl  aapl 
"
168,0,1.0,"as a die hard  customer, i must say i am truly displeased with the customer service i was given yesterday   badservice  apple"
169,1,1.0,cnbctv    apple arguably most innovative company in world  pro  aapl 
170,0,0.6628, plz kill verizon soooo i don't have weird apps and passcodes and synchronized locations on everything
171,0,0.7399,rt   aapl i think it will be valued at 140 145s at next year death of steve jobs damaged  samsung more than apple  
172,0,1.0,strikes me as somewhat stupid that  have sent me a brand new iphone without the latest software on  so i can't restore my old stuff 
173,0,1.0, really needs to do something about these bullshit cords
174,1,0.6722,5 gorgeous  iphone  apps with surprising designs and amazing visuals   bgr  aapl 
175,0,1.0, ??? my iphone 3 which has been sitting quietly for a year in a protective case just split open at the back 
176,0,1.0,yes  now is a perfect time to lock my screen and install a software update without asking   not
177,0,1.0,"me too  mt  as a die hard  customer, i am truly displeased with the customer service i was given yesterday   badservice"
178,1,1.0, agreed  have to give props to  for battery life on new iphones  it's so good   tl_chat
179,0,1.0, i hate the microphone shit on the imessage please take it the fuck off
180,0,1.0, apple in the dock   1 billion antitrust claim casts  stevejobs as conspirator  aapl 
181,1,0.7119,"  hell yeah steve, stick it to the man!"
182,0,1.0,dear  i've been an apple user for over 20 years and can't remember a bug like this current safari on   fixit! 
183,0,1.0,"dear  
 
kindly fuck off with your  m4a format  
 
regards, 
music listeners everywhere "
184,1,1.0,     gt  a5  chipping in here  i am inspired by the iphone 6   takes incredible photos! pin sharp!
185,1,0.665,was pleased to meet a fellow tweep at   connected event!  a fellow  tbcoach practitioner  it was great to meet irl  txed
186,0,1.0, i can think of 100 reasons not to if your on a 4s  fuck 
187,0,1.0, also wtf  i dont even live in kirkby
188,1,0.6672,"the  innovation sector has the largest multiplier effect when it comes to jobs!  employs 13,000, while creating 70,000 indirect jobs!"
189,0,1.0,there's a movie in my itunes match   icloud that i can't remove  actually it's a trailer  very annoying 
190,1,0.7026,silver finish  the  applewatch places second before it's even out  via   aapl
191,0,1.0,siri be on that bull shit telling me it's not gonna rain and shit da fuck i pay for her for 
192,1,0.4876, give me a job so i never have to suffer through windows os for personal nor work use
193,0,0.6544,  unseats  in u s  classrooms as  chromebooks beat  ipads
194,1,0.7903," is the  of shopping  you have paid, but you may or not receive your goods (or flight)   far better at  custserv"
195,0,1.0,changing words that aren't even misspelled like where do they really do that at???? i would really like to know  
196,0,0.6628,russia could ban  apple inc  iphone for lawmakers  report    aapl
197,0,1.0,  macmail on os x  yosemite is really giving me a hard time  is there an alternative email program out there?  yosemiteproblems
198,0,0.6458,"russian lawmaker thinks the iphone is stealing state secrets  aapl  aapl 
"
199,0,1.0,autocorrect changes actual words to other words but when i spell an actual word wrong it doesn't correct it? fuck yall niggas 
200,1,1.0,macbook love today 
201,1,1.0, movie 'chef' so original  amp  well executed  reminded me of the days steve jobs dreaming up  and then created the  iphone
202,0,1.0,what the hell is this 5gbs of 'other' data on my phone 
203,1,1.0,"if i tweet about nandos my phone puts it in caps, i like the iphone six, it knows my favourite restaurant  good phone gg "
204,0,0.5193, aapl steve jobs emails featured in apple ipod u s  antitrust trial   
205,0,0.6552,"  named 'most desired brand' during  blackfriday  amp   cybermonday, beating  tech rival   via "
206,0,0.6443, beating  in u s  education market amid ipad slowdown   neo
207,1,0.6804, see not even have the courtesy to reply as i said should have stayed with  much better customer service from them
208,0,0.6884, steve jobs to testify in  trial from beyond the grave 
209,0,0.6971,2  at its announcement  supporters criticized  aapl for 'following' samsung into the large screen game 
210,1,1.0,thank you  for fixing the  swift sourcekit crashes in  xcode  )  life is better now! 
211,0,0.4939,where da fuck is this middle finger emoji  so i can ignore my niggaz shit talk wit a single sign
212,1,0.6542,so cool! apple patents iphone drop protection mechanism that changes device angle in freefall  aapl  applewatch 
213,0,1.0,sign of utterly broken wifi driver  my  air sitting on my lap i'm desperate enough to read my email on my android phone
214,1,0.6613, aapl moving towards the  iot and more connectivity in your everyday life  rt  the future of apple 
215,1,0.5104,  ipad  innovation  let us maintain what we enjoyed when we were young  via  
216,0,1.0,chinese smartphone maker claims  apple copied iphone 6 design     aapl  android
217,1,0.6544," goes red for aids awareness  productred  fuckaids  
 
for every like i get this month a will donate a quarter"
218,0,0.68,rt  why do i have 5 group messages with the same people  
219,0,1.0,rt  why do i have 5 group messages with the same people  
220,0,1.0,rt  why do i have 5 group messages with the same people  
221,1,1.0,i love my  iphone6   mobilephone  
222,0,0.6772, apple inc   aapl news analysis  did apple inc (aapl) ceo steve jobs consider himself above the law? 
223,0,0.6812,rt  why do i have 5 group messages with the same people  
224,1,1.0,   i love you 
225,0,0.6189," if i dismiss a call when it comes in, i did not 'miss' that call  can't the notification accurately reflect my action?"
226,0,1.0,im sick of your fucking shit 
227,0,1.0,i had the facebook app but my dumbass deleted it and now i can't redownload cause it says i need ios7 suck my fucking ass 
228,0,1.0, get cha shit together and fix my phone !!!
229,0,0.6678, ick yo  autocorrect ruse
230,0,1.0,ok i muted the groupchat but i still get notifications uhm  what the hell
231,0,1.0,  will it give me edward scissorhands length fingers? because then i might be able to use this!
232,0,0.8493,"sitting here waiting for more than half hour for my 'appt'  , watching 'geniuses' talk crap about their customers in the open, nice   "
233,1,0.6509999999999999,loving my  carplay unit in my honda fit!  works great   i just hope more apps make it to carplay!  come on 
234,0,1.0,it would be nice if i could type more than one sentence without my computer freezing up     
235,0,1.0,"yo  wtf is wrong with you people? make it easier to delete contacts already, gosh damn it!!!"
236,0,0.7039, why does the clock disappear in siri? it's super annoying when you want to set an alarm and suddenly you can't see the time 
237,0,1.0,my dad called now my musics arent playing jesus christ  problematic
238,0,1.0,fuck you fuck you so much i hate you 
239,0,0.6774,l a  school district officially ends  1 3 billion ipad initiative in the midst of an fbi investigation   aapl
240,0,1.0,well imessage doesn't work thanks 
241,0,1.0,next year my goal is to be  apple free  tired of their bs   
242,1,0.5194,"  yep, the only jump i'd make from my 5 now is to 5s  at least good deals on 5s now with 6 out "
243,0,0.7039,  my 5s was great   just had a cracked screen  amp  a dying battery  i'm thinking about trading the 6 in for a new 5s  (
244,1,0.8684,   is the most innovative company of 2014  via   innovation
245,0,1.0,also i've had my iphone 6 for two days and it's already broken shout out to 
246,0,1.0,"uh, is  making fun of french people (and being rude) in their new iphone 6 'call from anywhere' ad?! that's how it seemed to me "
247,0,1.0,i am feeling creatively stifled by the current emoji selection 
248,0,1.0, fuck you bitches my phones abrick and stuck on the apple logo
249,1,0.6765,we know raul is just going to love his brand new art supplies!  thank you  
250,0,1.0,"forget  apple, here are better  tech stocks to buy   the motley fool  aapl "
251,0,0.6644,one good thing about waiting in the  store for my 'appointment' is that i cleared up the backlog of emails from my inbox
252,0,1.0,imessage isn't working thanks 
253,0,1.0,no at typo changing my words  get it together 
254,0,1.0,"hey  could you make an iphone charger that lasts more than a month? sincerely, a broke high school student who wants her phone charged"
255,0,1.0,fuck apple for allowing ppl to access the camera when the phone is locked fuck you fuck you 
256,0,1.0,"why don't we have an ape emoji on iphones? or a middle finger? it's almost 2015, step it up "
257,0,1.0, i am beginning to think your products are crap
258,0,1.0,my iphone 6 finally came after almost 3 weeks don't think i'll forget this 
259,0,0.7222,you need to send me my iphone before i cancel  
260,0,1.0,this is the 6th charger i've had to buy for my mac and they gave me the wrong one   applesuport fix this wrongdoing give me a free one
261,0,1.0,fuck 
262,0,0.6528,liberals should protest corporate greed and throw away all their nifty  products   shutitdown  dcferguson
263,0,1.0,dear apple this is the worse service ever  
264,0,0.7916,"since all the software updates, my iphone, ipad and ipod touch will not charge and are royally fucked up "
265,0,1.0,s o  for this really great charger that works so well!  not
266,0,1.0,cheeky   very cheeky     no dice though    you can't own 'app store' it's a description not a product   
267,0,1.0, get your shit together with group chats on ios8
268,0,0.6595,"  but then how could they post to twitter (nasdaq  twtr), instagram (nasdaq  fb) or shutterfly (nasdaq  sfly)?  shutitdown"
269,0,1.0,"fuck my fucking phone its fucking tripping im fucking tired of this fucking bullshit  
 
im holding you responsible "
270,0,1.0,   why is my computer so slow
271,0,1.0,rt     why is my computer so slow
272,0,0.6747,"really need tap to tweet back, "
273,0,0.6833," peterhewer  iphone 6 claimed to copy a chinese smartphone design  ouch 
 
"
274,1,1.0,love   iphone5 but i need to upgrade soon  
275,0,0.7908,    what about a penis emoji? i'm sick of implying that my dick looks like an eggplant 
276,1,0.6758,love my   macbookpro  best ever  
277,0,1.0, there isn't a puke emoji i'm pissed fix it fat
278,0,0.6822,i have 170 pictures and my storage is full  get it together
279,0,1.0,rt  i have 170 pictures and my storage is full  get it together
280,0,0.6579,why  aapl stock had a mini flash crash  money morning  nothing the analysts suggested would make a widely held    
281,0,0.6613,that would be brilliant! it's sad  doesn't allow mozilla's better engine   opensource
282,0,1.0,apples earbuds are so fucking weak they literally cannot withstand any god damn damage i have wasted so much money fuck 
283,0,1.0,why is tom automatically capitalized and tommy isn't??  you need to fix this   autocorrectprobs
284,0,0.6663,why is it so difficult to qualify for a  geniusbar appointment at  these days?  unneccessary
285,1,0.738,even  microsoft agrees  iphone6 is mind blowing   aapl  design  product  innovation  mobile 
286,0,1.0,god dammit fuck you 
287,0,1.0,rt  god dammit fuck you 
288,0,0.6822, do something you cunt 
289,0,1.0,fuck you  
290,0,1.0,i could punch whoever came up with the new  commercials   makeitstop  ahhhhhhh
291,0,1.0, fuck you
292,0,1.0,"hey  can i catch a fucking maverick of a wave on an iphone? 
didn't think so   surfsupsamsung"
293,0,1.0,dear  please fix your awdl issues   
294,0,0.6525, what english is this? what do you mean? 
295,0,0.7126,can  ipad conquer the enterprise? only if  has the guts to license  ios  
296,0,0.667, really need to up their battery game  because ain't no one got time to charge their phones  furstrated  annoyed  charging
297,0,1.0,yea let me just pay 600 dollars for phone so it dies at 30  fix your shit 
298,0,0.6804,  wrong at homie
299,0,0.6876,  haha switch to 
300,0,1.0,rt  yea let me just pay 600 dollars for phone so it dies at 30  fix your shit 
301,0,1.0,  i had the same thing  bought an iphone 5 when it came out and had to replace the battery after a month or two 
302,0,1.0,"  lol iphone,weak  get on that lumia level bruh"
303,1,1.0,great fcp x update from  today  that will do nicely!  video   editing
304,0,1.0,rt  yea let me just pay 600 dollars for phone so it dies at 30  fix your shit 
305,0,1.0,still can't merge multiple apple id's   fail 
306,1,0.7177,  dyslexic iphone 6 users rejoice! thanks to  and 'voice text' hard to spell words are a thing of the past! 
307,0,1.0,    i know my iphone  dies at like 20 
308,0,1.0,realised the reason  make huge phones is because they f  ked safari up by not allowing us to hide the address bar
309,0,0.6708,still can't merge multiple apple id's   fail 
310,0,1.0,why is there no black heart emoji 
311,1,1.0,rt    rolled out  webgl to  ios8 3 months ago and just overtook   in webgl support levels 
312,0,1.0,"   diag and support suck a lot! it says 'cannot connect server, try again', then 'ticket not found'  disgusting "
313,1,0.6796,"brilliant tech! no more broken screens in  festivals,  via   "
314,0,1.0,i've sent my computer out to  twice for repairs in the last month and each time it comes back with a new problem something isn't right
315,0,0.6618,why? why have you put gay stuff in my fucking iphone  
316,0,1.0,  why do your computers like to crash on dead week before finals?
317,0,1.0, its the iupdate process that is so incensing  what rubbish  hopefully  will be irrelevant again soon 
318,0,0.7113, fix your apps     if i click play it ain't playin'      so it ain't really a play button is it?
319,0,1.0,i'm going to press the play button!! wait no i'm not  (  fix your apps 
320,0,1.0,it's just dawned on me that i've probably spent more on replacing frayed   non functioning iphone cables than i've spent on iphones 
321,0,1.0, iupdate is new since i needed a duns two years ago (web form   phone call)   ironic for an  req that it only supports ie8 
322,0,1.0,' i've probably spent more on replacing non functioning iphone cables than i've spent on iphones     switchtolumia
323,0,0.6775,"l a  school district halts ipad contract as fbi seizes documents  aapl  aapl 
"
324,0,1.0,    this is disrespectful
325,1,0.7506,"apple's ios devices accounted for 78  of record setting cyber monday mobile sales  aapl  aapl 
"
326,1,0.5124,you're probably reading this on an iphone built by the largest company around  aapl they broke more records   impress
327,0,0.6879,how is 'never' interpreted as 'ask me again annoyingly soon' when ios apps ask to be rated?   tell your devs never means never
328,1,0.6879,"apple's iphone crushes samsung's galaxy by more than 6 to1 in japan  aapl  aapl 
"
329,1,1.0,"   apple   sales soar after launch of  iphone6  ( wednesday, 3  december) "
330,1,1.0,so got the new  iphone6 and growing to love it  a bit bulky coming from the iphone5 but nice feel thanks  now waiting for  applewatch
331,0,0.6754, stevejobs' emails show how he wanted to smear competitors as '  hackers'  aapl 
332,0,1.0, stop liking man 
333,0,1.0,yo i didnt touch my phone at all and right when i disconnected it from the charger it went down 3   we are gonna scrap right now
334,1,0.6458,rt  apple's pt raised by jmp securities to  150 00  outperform rating    aapl  aapl
335,1,0.6661,go apple! looks like a little squeeze again  )  aapl  stocks
336,0,1.0,"my 17' macbook pro boots with pink vertical stripes, a gray screen, then shutting down and repeating   help  "
337,0,0.6838,gosh darnit  i dont know what the cloud is
338,0,1.0,  we've previously had to deal with this issue it's really annoying  try to reset the nvram 
339,0,1.0,tell ur update to stop capitalizing everything 
340,0,1.0,  seems to ignore any key presses like command r and is just doing its own thing 
341,0,1.0,  their autocorrect is so shit too
342,0,1.0,"  but it won't fix the problem for good, could back and you might have to change the logic board, check with  apple genius  ("
343,1,0.7297," kantar     apple  on track for 'record quarter' as  iphone6 sales bump up its      ( wednesday, 3  december) "
344,0,0.6661,  get the cloud to butt extension on your web browser
345,0,0.5167,  yotaphone2 is the future of cell phones   and  should be scared 
346,1,0.6425,cnbctv    cramer   apple has no real competition  aapl 
347,0,1.0,cnbctv    chromecast beats  appletv  aapl 
348,0,1.0,  i think it's like 2011? can't look right now 
349,0,1.0,"lowkey, yosemite trash af i cant use my logic express 9 anymore  yall irritating the fuck outta me   sincerely a disgruntled person"
350,0,1.0,  yes it seems to fix it good the first time and then as time passes it deterioates until you have to change logic board
351,1,1.0,   sorry that you're going through that hope you get this fix it was a real pain for us too  but apple care cover it for free
352,0,1.0,they gotta do something '   so trash my computer keeps freezing  amp  being dumb af after i upgraded to yosemite
353,0,0.7399,  doesn't have a twitter  this is your problem now
354,0,0.6619,  yeah no applecare here haha 
355,1,0.6904,"huge iphone 6 sales push ios market share up worldwide  report  aapl  aapl 
"
356,1,0.6643,"taking apple's lead, amazon gets physical   news   harvard business school   "
357,0,1.0,steve job's deposition in  ipod lawsuit could cost   1 billion   musicbiz  musicindustry  apple
358,1,1.0,7 awesome paid  iphone and  ipad apps that are free for a limited time via   aapl 
359,0,1.0,did anyone update their yosemite? my macbook is running like shit    apple
360,1,1.0,"kantar  iphone 6 helps apple gain share over android, iphone 5c outselling iphone 6 plus in us  aapl  aapl 
"
361,0,0.7689,"  that sucks, don't know what it cost in dollars but for us that was   400  ("
362,0,1.0,"  ios updates bricked trish's phone too, seems like the apple is getting a bit rotten"
363,1,0.6678,what's at the core of  new  ios7? excellent updates for your phone's  mobilesecurity   mcafee   
364,0,1.0,guys at  is this serious?  yosemite full of stupid and ugly bugs  feeling  sad  (cc  
365,1,0.5259, iphone6  plus grabs 41  of u s   phablet sales  aapl 
366,0,1.0,can't believe  said melted keys on mac pro is not under warranty for a machine less than a year old  asking for   500 to repair 
367,0,1.0,hey  are you even thinking about fixing your wifi issues?  yosemiteproblems
368,0,0.5213,  adds some heavyhitting  digitalhealth partners to rival  via  
369,0,1.0,"if you listen to  you'd think the only way to keep your brain sharp is thru certain apps they provide sell  uh   reading, muhfugs"
370,1,1.0,"the customer service from   is the best  in for years having and enjoying their products, i have zero complains  thanks  apple"
371,0,1.0,   when i have gone through 6 iphone chargers in the past montht hank s 
372,0,1.0,rt  steve job's deposition in  ipod lawsuit could cost   1 billion   musicbiz  musicindustry  apple
